id	hindi	sanskrit	sanskrit_corrected	Options	Answer	
315	कौन सी शाक कच्ची एवं सूखी दोनों तरह से सेवन करना निषिद्ध नहीं है? (क.) पालक (ख.) चौलाई (ग.) सर्षप (घ.) मूलक	कः शाकः कच्चः च सुष्कः च उभयथापि सेवनं निषिद्धं न अस्ति? (क) पालकः (ख) चौलायः (ग) सर्षपः (घ) मूलकः	कः शाकः कच्चः च सुष्कः च उभयथापि सेवनं निषिद्धं न अस्ति?	पालकः / चौलायः / सर्षपः / मूलकः	मूलकः	
316	शाक के संदर्भ में कौन सी व्याख्या निषिद्ध है? (क.) व्याधितं (ख.) बिना ऋतु के उत्पन्न (ग.) सशुष्कं (घ.) सभी	शाकस्य संदर्भे कः व्याख्या निषिद्धा अस्ति? (क) व्याधितम् (ख) अऋतुजम् (ग) सशुष्कम् (घ) सर्वे	शाकस्य संदर्भे कः व्याख्या निषिद्धा अस्ति?	व्याधितम् / अऋतुजम् / सशुष्कम् / सर्वे	सर्वे	
317	मांस निम्न में से किसका पर्याय नहीं है? (क.) क्रव्य (ख.) आमिष (ग.) पलल (घ.) सभी पर्याय हैं	मांसः निम्नेषु कः पर्यायः न अस्ति? (क) क्रव्यः (ख) आमिषम् (ग) पललम् (घ) सर्वे पर्यायाः	मांसः निम्नेषु कः पर्यायः न अस्ति?	क्रव्यः / आमिषम् / पललम् / सर्वे पर्यायाः	सर्वे पर्यायाः	
322	निम्न में से किसका मांस नेत्र एवं गुदा के विकारों के लिए नित्य हितकर होता है? (क.) गुहाशय (ख.) विलेशय (ग.) पर्णमृग (घ.) प्रतुद	निम्नेषु कस्मिनस्मिन मांसं नेत्रगुदविकाराय नित्यं हितकरं भवति? (क) गुहाशयः (ख) विलेशयः (ग) पर्णमृगः (घ) प्रतुदः	निम्नेषु कस्मिनस्मिन मांसं नेत्रगुदविकाराय नित्यं हितकरं भवति?	गुहाशयः / विलेशयः / पर्णमृगः / प्रतुदः	गुहाशयः	
323	कौन से पक्षी कुरेद कर खाने वाले होते हैं? (क.) प्रतुद (ख.) विष्किर (ग.) प्रसह (घ.) विलेशय	कः पक्षिणः कुर्याच्छनं खादन्ति? (क) प्रतुदः (ख) विष्किरः (ग) प्रसहः (घ) विलेशयः	कः पक्षिणः कुर्याच्छनं खादन्ति?	प्रतुदः / विष्किरः / प्रसहः / विलेशयः	विष्किरः	
325	निम्नलिखित में से प्लव पक्षी कौन सा है? (क.) सारस (ख.) उलूक (ग.) पारावत (घ.) लाव	अधोलिखितेषु कस्मिन पक्षिणि प्लवः अस्ति? (क) सारसः (ख) उलूकः (ग) पारावतः (घ) लावः	अधोलिखितेषु कस्मिन पक्षिणि प्लवः अस्ति?	सारसः / उलूकः / पारावतः / लावः	सारसः	
326	कौन से पक्षियों का मांस अति उत्तम होता है? (क.) जल के किनारे रहने वाले पक्षियों का (ख.) धान के अंकुर चरने वाले पक्षियों का (ग.) विष्किर पक्षियों का (घ.) विलेशय पक्षियों का	कस्मिन पक्षिणां मांसं अत्युत्तमं स्यात्? (क.) जले निवसतां पक्षिणां (ख.) धान्यस्य अंकुरान् चरतां पक्षिणां (ग.) विस्किर पक्षिणाम् (घ.) विलेशय पक्षिणां	कस्मिन पक्षिणां मांसं अत्युत्तमं स्यात्?	जले निवसतां पक्षिणां / धान्यस्य अंकुरान् चरतां पक्षिणां / विस्किर पक्षिणाम् / विलेशय पक्षिणां	धान्यस्य अंकुरान् चरतां पक्षिणां	
327	विष्किर वर्ग के पक्षियों के कितने भेद हैं? (क.) 2 (ख.) 3 (ग.) 4 (घ.) 5	विष्किरवर्गस्य पक्षिणां कति भेदाः सन्ति? (क.) २ (ख.) ३ (ग.) ४ (घ.) ५	विष्किरवर्गस्य पक्षिणां कति भेदाः सन्ति?	२ / ३ / ४ / ५	४	
328	निम्नलिखित में से गलत कथन बताएं? (क.) पक्षियों में स्त्री जाति का मांस श्रेष्ठ है। (ख.) चौपायों में स्त्री जाति के जीवों का मांस श्रेष्ठ है। (ग.) पुरूष संज्ञक जीवों के शरीर में नीचे के भाग का मांस लघु होता है। (घ.) सभी गलत हैं।	अधोलिखितेषु कतमं वाक्यं मिथ्या अस्ति? (क.) पक्षिषु स्त्रीजातिं मांसं श्रेष्ठं वर्तते। (ख.) चतुष्पदेषु स्त्रीजातिं जीवानां मांसं श्रेष्ठं वर्तते। (ग.) पुरुषसंज्ञकस्य शरीरस्य अधःभागे मांसं लघु भवति। (घ.) सर्वं मिथ्या अस्ति।	अधोलिखितेषु कतमं वाक्यं मिथ्या अस्ति?	पक्षिषु स्त्रीजातिं मांसं श्रेष्ठं वर्तते। / चतुष्पदेषु स्त्रीजातिं जीवानां मांसं श्रेष्ठं वर्तते। / पुरुषसंज्ञकस्य शरीरस्य अधःभागे मांसं लघु भवति। / सर्वं मिथ्या अस्ति।	पक्षिषु स्त्रीजातिं मांसं श्रेष्ठं वर्तते।	
330	निम्नलिखित में से जल निम्न में से किसका पर्याय है? (क.) अमृत (ख.) घनरस (ग.) अर्ण (घ.) सभी	अधोलिखितेषु जलस्य पर्यायः कः? (क.) अमृत (ख.) घनरस (ग.) अर्ण (घ.) सर्वे	अधोलिखितेषु जलस्य पर्यायः कः?	अमृत / घनरस / अर्ण / सर्वे	सर्वे	
332	निम्नलिखित से कौन सा जल का भेद नहीं है? (क.) धाराज (ख.) वारि (ग.) करकाभव (घ.) तौषार	अधोलिखितेषु कः जलस्य भेदः नास्ति? (क.) धाराज (ख.) वारि (ग.) करकाभव (घ.) तौषार	अधोलिखितेषु कः जलस्य भेदः नास्ति?	धाराज / वारि / करकाभव / तौषार	वारि	
334	आकाशस्थ वायु तथा अग्नि से घन होकर कौन सा जल पाषाण खण्ड समबंध गिरता है? (क.) तौषार (ख.) करका (ग.) हैम (घ.) धाराण	आकाशे वायुना च अग्निना च घनं भूत्वा कः जलः शिलाखण्डरूपेण पतति? (क.) तौषार (ख.) करक (ग.) हैम (घ.) धाराण	आकाशे वायुना च अग्निना च घनं भूत्वा कः जलः शिलाखण्डरूपेण पतति?	तौषार / करक / हैम / धाराण	करक	
336	भौम जल किस समय ग्रहण करने से उत्तम फल देता है? (क.) प्रातः काल (ख.) दोपहर (ग.) सायंकाल (घ.) किसी भी समय	भौम जलः कस्मिन समये ग्राह्यमाणः उत्तमफलं ददाति? (क.) प्रातःकाले (ख.) मध्याह्ने (ग.) सायं काले (घ.) कस्यापि समये	भौम जलः कस्मिन समये ग्राह्यमाणः उत्तमफलं ददाति?	प्रातःकाले / मध्याह्ने / सायं काले / कस्यापि समये	प्रातःकाले	
338	शीतल जल पान किस रोग में निषेध है? (क.) दाह (ख.) मूर्च्छा (ग.) गलग्रह (घ.) तमकश्वास	शीतलं जलं पानं कस्मिन् रोगे निषिद्धं अस्ति? (क.) दाह (ख.) मूर्च्छा (ग.) गलग्रह (घ.) तमकश्वास	शीतलं जलं पानं कस्मिन् रोगे निषिद्धं अस्ति?	दाह / मूर्च्छा / गलग्रह / तमकश्वास	गलग्रह	
341	जीवनं जीविनां जीवौ जगत सर्वन्तु तन्मयम.....' किस संदर्भ में लिखा गया है? (क.) रक्त (ख.) जल (ग.) प्राण (घ.) नेत्र	जीवनं जीविनाम् जीवौ जगत् सर्वन्तु तन्मयम्.....' इत्येतत् कस्मिन् सन्दर्भे लिखितम् अस्ति? (क.) रक्त (ख.) जल (ग.) प्राण (घ.) नेत्र	जीवनं जीविनाम् जीवौ जगत् सर्वन्तु तन्मयम्.....' इत्येतत् कस्मिन् सन्दर्भे लिखितम् अस्ति?	रक्त / जल / प्राण / नेत्र	जल	
342	पीया हुआ साधारण जल का पाक कितने दिन में होता है? (क.) प्रहर (ख.) 1 प्रहर (ग.) 2 प्रहर (घ.) 3 प्रहर	पीतं साधारणं जलस्य पाकः कतिदिनेषु भवति? (क.) प्रहरः (ख.) १ प्रहरः (ग.) २ प्रहरः (घ.) ३ प्रहरः	पीतं साधारणं जलस्य पाकः कतिदिनेषु भवति?	प्रहरः / १ प्रहरः / २ प्रहरः / ३ प्रहरः	१ प्रहरः	
344	निम्न में से किसका दुग्ध अश्मरी नाशक होता है? (क.) आविक (ख.) घोटकी (ग.) औष्ट्र (घ.) हस्तिनी	निम्नेषु कस्य दुग्धं अश्मरीनाशकं भवति? (क.) आविकम् (ख.) घोटकी (ग.) औष्ट्रम् (घ.) हस्तिनी	निम्नेषु कस्य दुग्धं अश्मरीनाशकं भवति?	आविकम् / घोटकी / औष्ट्रम् / हस्तिनी	आविकम्	
345	नस्य एवं आश्च्योतन कर्म के लिए कौन सा दुग्ध प्रयोग में लाना चाहिए? (क.) स्त्री (ख.) धारोष्ण गव्य का (ग.) औष्ट्र (घ.) आविक	नस्य च आश्च्योतन कर्माय किम् दुग्धं प्रयोगेण भवेत्त? (क.) स्त्री (ख.) धारोष्णं गव्यम् (ग.) औष्ट्रम् (घ.) आविकम्	नस्य च आश्च्योतन कर्माय किम् दुग्धं प्रयोगेण भवेत्त?	स्त्री / धारोष्णं गव्यम् / औष्ट्रम् / आविकम्	स्त्री	
347	निम्न में से किसका दुग्ध धाराशीत उत्तम होता है? (क.) स्त्री (ख.) गव्य (ग.) माहिष (घ.) कोई नहीं	निम्नेषु कस्य दुग्धं धाराशीतं उत्तमं भवति? (क.) स्त्री (ख.) गव्यम् (ग.) माहिषम् (घ.) कोऽपि न	निम्नेषु कस्य दुग्धं धाराशीतं उत्तमं भवति?	स्त्री / गव्यम् / माहिषम् / कोऽपि न	माहिषम्	
348	जो दुग्ध बिना औटाए हुए ही फट गया हो उसे क्या कहते हैं? (क.) पीयूष (ख.) किलाट (ग.) क्षीरशाक (घ.) मोरट	यः दुग्धं विनाऽपाक्वीकृत्यैव विपक्वं जातं स किम्? (क.) पीयूषः (ख.) किलाटः (ग.) क्षीरशाकः (घ.) मोरट्	यः दुग्धं विनाऽपाक्वीकृत्यैव विपक्वं जातं स किम्?	पीयूषः / किलाटः / क्षीरशाकः / मोरट्	क्षीरशाकः	
349	जो दुग्ध दही के संयोग से फट गया हो उसमें से घन भाग निकालकर जो द्रव पदार्थ बच जाता है, उसे क्या कहते हैं? (क.) तक्रपिण्ड (ख.) मोरट (ग.) पीयूष (घ.) किलाट	यः दुग्धं दधिना सह संयोज्य खण्डितम् तथा तस्मात् अंशभूतं द्रवपदार्थः शिष्टः तं किम्? (क.) तक्रपिण्डः (ख.) मोरट् (ग.) पीयूषः (घ.) किलाटः	यः दुग्धं दधिना सह संयोज्य खण्डितम् तथा तस्मात् अंशभूतं द्रवपदार्थः शिष्टः तं किम्?	तक्रपिण्डः / मोरट् / पीयूषः / किलाटः	मोरट्	
351	रात्रि में दुग्ध पान करना चाहिए क्योंकि? (क.) पथ्य है (ख.) दोषशामक (ग.) नेत्रहितकर (घ.) सभी सही है	रात्रौ दुग्धं पातव्यं कुतः? (क.) पथ्यं (ख.) दोषशामकम् (ग.) नेत्रहितकरम् (घ.) सर्वे सम्यक्	रात्रौ दुग्धं पातव्यं कुतः?	पथ्यं / दोषशामकम् / नेत्रहितकरम् / सर्वे सम्यक्	सर्वे सम्यक्	
354	किस ऋतु में दधि सेवन निषेध्य है? (क.) हेमन्त (ख.) शिशिर (ग.) वर्षा (घ.) शरद	कस्मिन ऋतौ दधि सेवनं निषिद्धं? (क.) हेमन्ते (ख.) शिशिरे (ग.) वर्षासु (घ.) शरदि	कस्मिन ऋतौ दधि सेवनं निषिद्धं?	हेमन्ते / शिशिरे / वर्षासु / शरदि	शरदि	
355	दधि के ऊपर स्नेहयुक्त भाग को क्या कहते है? (क.) मस्तु (ख.) पीयूष (ग.) तक्र (घ.) सर	दध्नः उपरि स्नेहयुक्तं भागं किं नाम? (क.) मस्तु (ख.) पीयूषः (ग.) तक्रं (घ.) सः	दध्नः उपरि स्नेहयुक्तं भागं किं नाम?	मस्तु / पीयूषः / तक्रं / सः	सः	
358	किस ऋतु में तक्र सेवन निषेध्य है? (क.) ग्रीष्म ऋतु में (ख.) दाह में (ग.) रक्तपित (घ.) सभी	कस्मिन ऋतौ तक्र सेवनं निषिद्धं? (क.) ग्रीष्मे (ख.) दाहे (ग.) रक्तपित्ते (घ.) सर्वे	कस्मिन ऋतौ तक्र सेवनं निषिद्धं?	ग्रीष्मे / दाहे / रक्तपित्ते / सर्वे	सर्वे	
359	चक्षुष्य नवनीत कौन सा है? (क.) गव्यं नवनीतं (ख.) माहिषं नवनीतं (ग.) दुग्धोत्थम नवनीतं (घ.) तत्काल निकाला हुआ नवनीतं	चक्षुष्यं नवनीतं किम्? (क.) गव्यम् नवनीतं (ख.) माहिषं नवनीतं (ग.) दुग्धोत्थं नवनीतं (घ.) तत्कालं निष्कासितं नवनीतं	चक्षुष्यं नवनीतं किम्?	गव्यम् नवनीतं / माहिषं नवनीतं / दुग्धोत्थं नवनीतं / तत्कालं निष्कासितं नवनीतं	दुग्धोत्थं नवनीतं	
360	पुराण घृत किसे कहते है? (क.) 1 वर्ष पुराना (ख.) 2 वर्ष पुराना (ग.) 10 वर्ष पुराना (घ.) 100 वर्ष पुराना	पुरातनं घृतं किं उच्यते? (क.) एकवर्षप्राचीनं (ख.) द्विवर्षप्राचीनं (ग.) दशवर्षप्राचीनं (घ.) शतवर्षप्राचीनं	पुरातनं घृतं किं उच्यते?	एकवर्षप्राचीनं / द्विवर्षप्राचीनं / दशवर्षप्राचीनं / शतवर्षप्राचीनं	एकवर्षप्राचीनं	
366	विशेषेण चक्षुष्यं' घृत कौन सा है? (क.) माहिष (ख.) गव्य (ग.) औष्ट्र (घ.) ह्यस्तन	विषेशेण चक्षुष्यं' घृतं कतम‌? (क.) माहिषम् (ख.) गव्यम् (ग.) औष्ट्रम् (घ.) ह्यस्तनम्	विषेशेण चक्षुष्यं' घृतं कतम‌?	माहिषम् / गव्यम् / औष्ट्रम् / ह्यस्तनम्	गव्यम्	
367	भावप्रकाश में मूत्र वर्ग में कितने प्रकार के सूत्रों का वर्णन किया गया है? (क.) 2 (ख.) 3 (ग.) 5 (घ.) 7	भावप्रकाशे मूत्रवर्गे कति प्रकारस्य सूत्राणां वर्णनं कृतम्? (क.) २ (ख.) ३ (ग.) ५ (घ.) ७	भावप्रकाशे मूत्रवर्गे कति प्रकारस्य सूत्राणां वर्णनं कृतम्?	२ / ३ / ५ / ७	२	
368	भावप्रकाश ने मूत्र वर्ग में कौन से मूत्र का वर्णन नहीं किया है? (क.) गोमूत्र (ख.) मनुष्य मूत्र (ग.) दोनों (घ.) आविक मूत्र	भावप्रकाशे मूत्रवर्गे कस्य मूत्रस्य वर्णनं न कृतम्? (क.) गोमूत्रम् (ख.) मनुष्य मूत्रम् (ग.) उभयोः (घ.) आविक मूत्रम्	भावप्रकाशे मूत्रवर्गे कस्य मूत्रस्य वर्णनं न कृतम्?	गोमूत्रम् / मनुष्य मूत्रम् / उभयोः / आविक मूत्रम्	आविक मूत्रम्	
370	निम्नलिखित में कौन सा तेल बृहण एवं लेखन कर्म दोनों करता है? (क.) सर्षप (ख.) तिल (ग.) राई (घ.) अतसी	अधोलिखितेषु कः तैलः बृहणं लेखनं च करोति? (क.) सर्षपतैलम् (ख.) तिलतैलम् (ग.) राईतैलम् (घ.) अतसीतैलम्	अधोलिखितेषु कः तैलः बृहणं लेखनं च करोति?	सर्षपतैलम् / तिलतैलम् / राईतैलम् / अतसीतैलम्	राईतैलम्	
372	निम्नलिखित में से कौन सा अलसी तेल का गुण है? (क.) बल्य (ख.) चक्षुष्य (ग.) वस्ति कर्म (घ.) सभी	अधोलिखितेषु कः अलसी तैलस्य गुणः अस्ति? (क.) बल्यः (ख.) चक्षुष्यः (ग.) वस्तिकर्म (घ.) सर्वे	अधोलिखितेषु कः अलसी तैलस्य गुणः अस्ति?	बल्यः / चक्षुष्यः / वस्तिकर्म / सर्वे	सर्वे	
376	मधु निम्न में से किसका पर्याय है? (क.) वरटी (ख.) भृगंवान्त (ग.) पुष्परसोद्भव (घ.) सभी	मधुः अधोलिखितेषु कस्यानुयुक्तः पर्यायशब्दः अस्ति? (क.) वरटी (ख.) भृगंवान्त (ग.) पुष्परसोद्भवः (घ.) सर्वे	मधुः अधोलिखितेषु कस्यानुयुक्तः पर्यायशब्दः अस्ति?	वरटी / भृगंवान्त / पुष्परसोद्भवः / सर्वे	सर्वे	
387	हिम बनाने के लिए द्रव्य की मात्रा कितनी चाहिए? (क.) 2 पल (ख.) 4 पल (ग.) 6 पल (घ.) 8 पल	हिमं कर्तुम् कति मात्रया द्रव्यस्य आवश्यकता भवति? (क.) २ पल (ख.) ४ पल (ग.) ६ पल (घ.) ८ पल	हिमं कर्तुम् कति मात्रया द्रव्यस्य आवश्यकता भवति?	२ पल / ४ पल / ६ पल / ८ पल	६ पल	
388	मन्थ में द्रव्य मात्रा कितनी सम्यक् है? (क.) 2 पल (ख.) 4 पल (ग.) 6 पल (घ.) 8 पल	मन्थे द्रव्यस्य मात्रा कति सम्यक् अस्ति? (क.) २ पल (ख.) ४ पल (ग.) ६ पल (घ.) ८ पल	मन्थे द्रव्यस्य मात्रा कति सम्यक् अस्ति?	२ पल / ४ पल / ६ पल / ८ पल	४ पल	
397	स्नेह परिपाक के कितने प्रकार होते हैं? (क.) 2 (ख.) 3 (ग.)4 (घ.) 6	स्नेहपरिपाकस्य कति प्रकाराः भवन्ति? (क.) २ (ख.) ३ (ग.) ४ (घ.) ६	स्नेहपरिपाकस्य कति प्रकाराः भवन्ति?	२ / ३ / ४ / ६	३	
401	अरिष्ट बनाने की विधि में यदि द्रव पदार्थ की मात्रा नहीं कही गई हो, तो कितनी मात्रा लेनी चाहिए? (क.) 1 द्रोण (ख.) 1 तुला (ग.) 1/2 तुला (घ.) 8 पल	अरिष्टनिर्माणविधौ यदि द्रवपदार्थस्य मापं न प्रोक्तं भवेत् तर्हि कियद्भवेत्? (क.) 1 द्रोणः (ख.) 1 तुला (ग.) 1/2 तुला (घ.) 8 पलानि	अरिष्टनिर्माणविधौ यदि द्रवपदार्थस्य मापं न प्रोक्तं भवेत् तर्हि कियद्भवेत्?	1 द्रोणः / 1 तुला / 1/2 तुला / 8 पलानि	1 द्रोणः	
405	मारण योग्य चांदी के कितने गुण होने चाहिए? (क.) 5 (ख.) 7 (ग.) 9 (घ.) 12	मारणार्हं रजतं कति गुणानि भूयासुः? (क) ५ (ख) ७ (ग) ९ (घ) १२	मारणार्हं रजतं कति गुणानि भूयासुः?	५ / ७ / ९ / १२	९	
411	महती स्नेहमात्रा कौन सी है? (क.) 1 दिन एवं 1 रात्रि में जो पच जाए। (ख.) 1 दिन में पचने वाली मात्रा (ग.) आधे दिन में पचने वाली मात्रा (घ.) 4 घंटे में पचने वाली मात्रा	महती स्नेहमात्रा का? (क.) १ दिनं रात्रौ च पचेते (ख) १ दिवसः पच्यते (ग) अर्धदिने पच्यते (घ) चतस्रः घण्टाः पच्यते	महती स्नेहमात्रा का?	१ दिनं रात्रौ च पचेते / १ दिवसः पच्यते / अर्धदिने पच्यते / चतस्रः घण्टाः पच्यते	१ दिनं रात्रौ च पचेते	
412	स्नेह की कौन सी मात्रा अग्निदीपक एवं वीर्य वर्धक है? (क.) कनिष्ठा (ख.) मध्यमा (ग.) ज्येष्ठा (घ.) कोई भी नहीं	स्नेहस्य का या मात्रा अग्निदीपिका च वीर्यवर्धिका वा? (क) कनिष्ठा (ख) मध्यमा (ग) ज्येष्ठा (घ) कोई न	स्नेहस्य का या मात्रा अग्निदीपिका च वीर्यवर्धिका वा?	कनिष्ठा / मध्यमा / ज्येष्ठा / कोई न	कनिष्ठा	
417	विरेचन करवाने हेतु उतम ऋतुएं कौनसी हैं? (क.) शिशिर बसन्त (ख.) बसन्त शारद (ग.) हेमन्त. वर्षा (घ.) हेमन्त शिशिर	विरेचनाय उत्तमा ऋतवः काः? (क) शिशिरः वसन्तः च (ख) वसन्तः शारदः च (ग) हेमन्तः वर्षा च (घ) हेमन्तः शिशिरः च	विरेचनाय उत्तमा ऋतवः काः?	शिशिरः वसन्तः च / वसन्तः शारदः च / हेमन्तः वर्षा च / हेमन्तः शिशिरः च	वसन्तः शारदः च	
420	बस्ति हेतु 6 वर्ष तक के लिए बस्ति की लम्बाई कितनी होनी चाहिए? (क.) 6 अंगुल (ख.) 8 अंगुल (ग.) 10 अंगुल (घ.) 12 अंगुल	बस्तेरर्थं ६ वर्ष पर्यन्तं बस्तेरयामः कियत् स्यात्? (क) ६ अङ्गुलाः (ख) ८ अङ्गुलाः (ग) १० अङ्गुलाः (घ) १२ अङ्गुलाः	बस्तेरर्थं ६ वर्ष पर्यन्तं बस्तेरयामः कियत् स्यात्?	६ अङ्गुलाः / ८ अङ्गुलाः / १० अङ्गुलाः / १२ अङ्गुलाः	८ अङ्गुलाः	
422	रेचन नस्य के भेद कितने हैं? (क.) 2 (ख.) 3 (ग.) 4 (घ.) 5	रेचन नस्यस्य कति भेदाः? (क) २ (ख) ३ (ग) ४ (घ) ५	रेचन नस्यस्य कति भेदाः?	२ / ३ / ४ / ५	२	
423	नस्य कर्म में तीक्ष्ण औषधि की मात्रा? (क.) 1/2 शाण (ख.) 1 शाण (ग.) 1 1/2 शाण (घ.) 2 शाण	नस्यकर्मणि तीक्ष्णस्य औषधस्य माप? (क) १/२ शाणः (ख) १ शाणः (ग) १ १/२ शाणः (घ) २ शाणः	नस्यकर्मणि तीक्ष्णस्य औषधस्य माप?	१/२ शाणः / १ शाणः / १ १/२ शाणः / २ शाणः	१ शाणः	
424	स्नेह नस्य के भेद कितने हैं? (क.) 2 (ख.) 3 (ग.) 4 (घ.) कोई नहीं	स्नेहनस्यस्य कति भेदाः? (क) २ (ख) ३ (ग) ४ (घ) नास्ति	स्नेहनस्यस्य कति भेदाः?	२ / ३ / ४ / नास्ति	२	
427	प्रतिमर्श देने का क्या समय है? (क.) 10 (ख.) 12 (ग.) 14 (घ.) 20	प्रतिमर्शनस्य कदा कालः? (क) १० (ख) १२ (ग) १४ (घ) २०	प्रतिमर्शनस्य कदा कालः?	१० / १२ / १४ / २०	१४	
428	धूम्रपान के प्रकार कितने हैं? (क.) 4 (ख.) 6 (ग.) 7 (घ.) 8	धूम्रपानस्य प्रकाराः कति? (क.) ४ (ख.) ६ (ग.) ७ (घ.) ८	धूम्रपानस्य प्रकाराः कति?	४ / ६ / ७ / ८	६	
431	गण्डूष के कितने भेद हैं? (क.) 2 (ख.) 3 (ग.) 4 (घ.) 5	गण्डूषस्य कितिप्रकाराः? (क.) २ (ख.) ३ (ग.) ४ (घ.) ५	गण्डूषस्य कितिप्रकाराः?	२ / ३ / ४ / ५	४	
434	स्वेद के कितने प्रकार हैं? (क.) 4 (ख.) 10 (ग.) 13 (घ.) 14	स्वेदस्य प्रकाराः कति? (क.) ४ (ख.) १० (ग.) १३ (घ.) १४	स्वेदस्य प्रकाराः कति?	४ / १० / १३ / १४	४	
435	मूर्द्धतैल के कितने प्रकार हैं? (क.) 2 (ख.) 3 (ग.) 4 (घ.) 5	मूर्द्धतैलस्य प्रकाराः कति? (क.) २ (ख.) ३ (ग.) ४ (घ.) ५	मूर्द्धतैलस्य प्रकाराः कति?	२ / ३ / ४ / ५	४	
436	लेप के कितने प्रकार हैं? (क.) 2 (ख.) 3 (ग.) 4 (घ.) कोई नहीं	लेपस्य प्रकाराः कति? (क.) २ (ख.) ३ (ग.) ४ (घ.) न अस्ति	लेपस्य प्रकाराः कति?	२ / ३ / ४ / न अस्ति	३	
437	भावप्रकाश ने नेत्र चिकित्सा कितने प्रकार की बताई है? (क.) 3 (ख.) 5 (ग.) 7 (घ.) 9	भावप्रकाशेन नेत्रचिकित्सायाः कति प्रकाराः उक्ताः? (क.) ३ (ख.) ५ (ग.) ७ (घ.) ९	भावप्रकाशेन नेत्रचिकित्सायाः कति प्रकाराः उक्ताः?	३ / ५ / ७ / ९	७	
438	सेंक करने के लिए नेत्र एवं धार में कितनी दूरी सम्यक् है? (क.) 2 अंगुल (ख.) 4 अंगुल (ग.) 6 अंगुल (घ.) 3 अंगुल	सिक्तक्षालनाय नेत्रधारयोः सम्यक् दूरी कति? (क.) २ अङ्गुलः (ख.) ४ अङ्गुलः (ग.) ६ अङ्गुलः (घ.) ३ अङ्गुलः	सिक्तक्षालनाय नेत्रधारयोः सम्यक् दूरी कति?	२ अङ्गुलः / ४ अङ्गुलः / ६ अङ्गुलः / ३ अङ्गुलः	४ अङ्गुलः	
440	अंजन के कितने भेद हैं? (क.) 2 (ख.) 3 (ग.) 4 (घ.) 5	अञ्जनस्य भेदाः कति? (क.) २ (ख.) ३ (ग.) ४ (घ.) ५	अञ्जनस्य भेदाः कति?	२ / ३ / ४ / ५	३	
442	भावप्रकाश के अनुसार भेषज-भक्षण-समय कितने बताए गए हैं? (क.) 3 (ख.) 5 (ग.) 7 (घ.) 11	भावप्रकाशस्य अनुसारः भेषजभक्षणसमयाः कति उक्ताः? (क.) ३ (ख.) ५ (ग.) ७ (घ.) ११	भावप्रकाशस्य अनुसारः भेषजभक्षणसमयाः कति उक्ताः?	३ / ५ / ७ / ११	५	