:START_ID,:TYPE,:END_ID
378,IS_SON_OF,379
378,IS_FATHER_OF,380
379,IS_FATHER_OF,774
382,IS_WIFE_OF,149
382,IS_DAUGHTER_OF,154
382,IS_MOTHER_OF,383
384,PRACTICED_AT,381
384,PRACTICED_BY,382
385,IS_BUILT_BY,5
385,IS_CAPITAL_OF,232
386,IS_FOUNDED_BY,232
387,IS_SON_OF,388
389,CAME_TO_GREET,5
390,IS_VISITED_BY,116
391,CAME_TO_VISIT,5
393,IS_SON_OF,16
394,HAS_LIVED_WITH,364
396,IS_VISITED_BY,5
396,IS_VISITED_BY,62
397,IS_VISITED_BY,355
398,IS_DAUGHTER_OF,399
399,IS_WIFE_OF,149
399,IS_DAUGHTER_OF,154
400,IS_CHURNED_BY,79
400,IS_CHURNED_BY,404
401,CAME_OUT_OF,400
406,IS_WIFE_OF,286
406,IS_ALIAS_OF,287
406,IS_SISTER_OF,288
407,IS_SON_OF,218
408,IS_BIRTHPLACE_OF,407
408,BELONGED_TO,409
409,FORESEEN_THE_DEATH_OF,190
409,TOOK_A_BATH_IN,433
409,WAS_THE_GURU_OF,794
410,ARE_APPOINTED_BY,148
410,ARE_DAUGHTERS_OF,154
411,WAS_FED_BY,410
413,ARE_PRODUCED_BY,412
415,LIVED_AT,414
416,IS_VISITED_BY,116
419,IS_VISITED_BY,116
420,IS_WIFE_OF,180
423,IS_DAUGHTER_OF,360
423,IS_DAUGHTER_OF,361
424,IS_KILLED_BY,200
425,WAS_CREATED_BY,64
426,IS_INVADED_BY,128
426,IS_SITUATED_NEAR,425
428,WAS_ISSUED_FROM,425
428,FLOWED_THROUGH,427
429,IS_THE_KING_OF,427
431,WAS_DISFIGURED_BY,5
431,IS_AN_INHABITANT_OF,510
432,IS_SITUTATED_ON_THE_BANKS_OF,105
433,IS_SITUATED_NEAR,105
433,WAS_ACCOMPANIED_BY,794
434,PARTICIPATED_THE_CORONATION_CEREMONY_OF,136
435,COMPLAINED_AGAINST_THE_ACTS_OF,128
435,ASSEMBLED_AT,436
436,IS_SACRIFICE_OF,70
437,IS_DAUGHTER_OF,438
438,IS_MOTHER_OF,439
440,ACCEPTED_THE_SUBMISSION_OF,128
440,ADMITTED_THE_SUPREMACY_OF,128
441,IS_THE_KINGDOM_OF,440
442,CAME_TO_VISIT,5
443,APPOINTED_BY,5
443,CAME_TO_VISIT,136
443,IS_APPOINTED_AS,444
445,IS_APPOINTED_AS,444
446,IS_SEEN_BY,62
446,BELONGED_TO,445
447,IS_FATHER_OF,288
447,BORN_BECAUSE_OF,436
448,IS_SON_OF,364
449,IS_CONQUERED_BY,10
449,IS_LAND_OF,435
450,CAME_TO_GREET,5
450,IS_SON_OF,122
451,IS_MATERNAL_UNCLE_OF,10
451,IS_THE_KING_OF,417
453,CAME_TO_GREET,5
454,DWELT_IN,290
456,IS_FOUNDED_BY,377
457,IS_ANOTHER_NAME_OF,456
458,IS_MESSENGER_OF,173
459,MET_WITH,5
459,MET_AT,432
460,ARE_ATTENDANTS_OF,364
462,FLOWED_BY_THE,463
466,IS_CROSSED_BY,5
466,SITUATED_TO_THE_SOUTH_OF,427
468,IS_SON_OF,469
469,WAS_CHARIOTEER_OF,148
469,HAD_A_FIGHT_WITH,299
470,IS_KILLED_BY,114
471,ATTENDED_THE_DEMISE_COURT_OF,6
473,PLACE_WAS_VISITED_BY,314
474,IS_WIFE_OF,375
476,PLACE_WAS_VISITED_BY,123
477,IS_VISITED_BY,134
478,FOUGHT_AGAINST,128
480,WAS_THE_GUARD_OF,218
482,JOINED_THE_FORCE_OF,5
482,LIVED_AT,481
483,IS_SITUATED_NEAR,400
484,BORN_OF,400
487,IS_SON_OF,62
487,MADE_KING_OF,486
488,IS_SITUATED_IN,486
491,DWELT_IN_THE_HERMITAGE_OF,173
492,ARE_PRODUCED_TO_HELP,5
492,ARE_PRODUCED_BY,491
494,IS_COUNSELLOR_OF,5
494,IS_A_CHARIOTEER_OF,5
495,IS_GARDEN_OF,364
496,IS_CROSSED_BY,62
497,IS_TENDED_BY,498
498,IS_WIFE_OF,497
501,PRACTICED_AUSTERITIES_AT,502
501,A_SCION_OF_THE_FAMILY_OF,503
506,IS_DEFEATED_BY,128
507,IS_MOTHER_OF,8
508,IS_THE_KING_OF,472
511,CONTESTED_WITH,5
511,HAS_PROMISED_TO,148
511,RETIRED_AT,858
512,WAS_RECEIVED_FROM,286
512,WAS_RECEIVED_BY,509
513,PLACE_WAS_VISITED_BY,123
514,LIES_TO_THE_NORTH_OF,515
514,IS_DUG_UPON_BY,516
518,DID_MARCH_TO,519
520,IS_COUNSELLOR_OF,6
521,A_MESSENGER_SENT_BY,173
523,IS_SON_OF,148
524,IS_WIFE_OF,148
524,IS_MOTHER_OF,523
524,IS_DAUGHTER_OF,720
525,IS_DAUGHTER_OF,154
526,IS_SITUATED_AFTER,400
527,WAS_PLACED_BY,64
527,WAS_PLACED_AT,526
527,CAME_OUT_FROM_THE_WRATH_OF,528
529,IS_FATHER_OF,530
530,IS_KILLED_BY,5
530,WAS_KILLED_AT,133
531,SACRIFICIAL_AREA_WAS_OVERFLOODED_BY,105
532,IS_A_PRIEST_OF,6
534,JOINED_THE_FORCE_OF,5
534,IS_SON_OF,260
536,IS_CONSECRATED_BY,5
536,IS_SON_OF,10
537,IS_DEFEATED_BY,128
538,IS_FOUNDED_BY,10
538,IS_SITUATED_IN,449
539,FOUGHT_WITH,434
543,IS_CROSSED_BY,116
546,WAS_CREATED_TO_HELP,5
547,IS_ANOTHER_NAME_OF,188
548,ARE_PRODUCED_TO_HELP,5
548,ARE_PRODUCED_BY,547
549,IS_ANOTHER_NAME_OF,550
551,WAS_CURSED_BY,364
552,REQUISITIONED_THE_SERVICES_OF,551
552,LIVED_AT,579
552,IS_DESIRED_BY,711
552,LIVED_AT,746
552,ASKED_THE_HELP_OF,881
552,IS_DESIRED_BY,881
553,LIVED_NEAR_THE,274
555,IS_SITUATED_IN,519
556,IS_FROM_THE_FAMILY_OF,450
560,IS_RULED_BY,673
561,IS_KILLED_BY,5
561,LIVED_AT,510
563,FOUGHT_AGAINST,80
564,IS_DAUGHTER_OF,154
565,IS_SON_OF,360
566,IS_YOUNGEST_SON_OF,248
567,IS_FOUNDED_BY,566
568,WAS_A_DOOR_KEEPER_OF,260
569,IS_MATERNAL_UNCLE_OF,136
569,LIVED_AT,544
570,IS_WIFE_OF,149
570,IS_DAUGHTER_OF,154
571,IS_A_COURTIER_OF,5
574,IS_DAUGHTER_OF,573
574,IS_WIFE_OF,575
577,IS_HONOURED_BY,5
577,HAS_RESPONDED_TO_THE_CALL_OF,136
578,IS_SITUATED_NEAR,579
582,LIVED_AT,583
584,IS_SON_OF,4
584,IS_FATHER_OF,46
585,IS_A_PRIEST_OF,6
586,IS_KILLED_BY,114
586,IS_FATHER_OF,587
588,IS_BROTHER_OF,587
589,IS_FATHER_OF,588
589,IS_HUSBAND_OF,590
589,LIVED_AT,837
589,BUILT_A_MANSION_AT,837
591,WAS_PRINCIPLE_WIFE_OF,128
591,IS_SISTER_OF,588
591,IS_MOTHER_OF,890
592,FOUGHT_AGAINST,5
592,IS_A_GENERAL_OF,334
593,FOUND_BY,123
594,IS_SON_OF,595
596,IS_A_GENERAL_OF,128
597,IS_KILLED_BY,598
599,IS_SON_OF,159
600,WAS_A_GUARD_OF,218
601,WAS_SALUTED_BY,6
601,IS_SON_OF,144
602,ADMITTED_THE_SUPREMACY_OF,128
603,IS_KILLED_BY,5
603,IS_BROTHER_OF,431
603,LIVED_AT,510
604,IS_SON_OF,288
604,IS_CURSED_BY,288
605,ARE_INVOKED_BY,7
605,ARE_INVOKED_TO,346
605,ARE_DESIRED_BY,781
606,IS_SON_OF,607
606,IS_FATHER_OF,608
609,IS_WIFE_OF,58
609,IS_DAUGHTER_OF,177
609,IS_MOTHER_OF,903
610,IS_SON_OF,611
611,IS_ANCESTOR_OF,8
612,IS_SON_OF,267
612,IS_FATHER_OF,613
614,IS_DAUGHTER_OF,454
614,IS_WIFE_OF,615
617,IS_MOTHER_OF,364
617,IS_DAUGHTER_OF,552
619,IS_SON_OF,128
619,IS_NEPHEW_OF,129
622,IS_SITUATED_NEAR,400
623,PLACE_WAS_VISITED_BY,123
625,IS_CHURNED_OUT_FROM,291
627,IS_A_CONUSELLOR_OF,6
628,REPLIED_TO,5
628,DESCRIBED_THE_HISTORY_OF,629
629,IS_SITUATED_IN,133
629,WAS_CREATED_BY,862
631,IS_CROSSED_BY,10
632,IS_FOUNDED_BY,376
633,WAS_REJECTED_BY,128
633,IS_MOTHER_OF,142
635,PLACE_WAS_VISITED_BY,123
635,APPOINTED_BY,128
635,IS_SON_OF,360
637,BORN_IN_THE_ROYAL_HOUSE_OF,348
637,IS_SON_OF,636
637,IS_FATHER_OF,638
640,IS_DAUGHTER_OF,399
640,IS_MOTHER_OF,641
642,IS_MINISTER_OF,10
642,WAS_VISITED_AT,493
643,IS_SON_OF,644
643,IS_FATHER_OF,645
646,WENT_TO_RECEIVE,5
646,A_COURTIER_OF,6
647,CAME_TO_GREET,5
648,PLACE_WAS_VISITED_BY,123
649,IS_MOTHER_OF,189
649,IS_DAUGHTER_OF,650
650,IS_DAUGHTER_OF,399
651,REPLIED_TO,10
651,A_MESSENGER_SENT_BY,172
651,WAS_SENT_TO,417
655,WAS_SITUATED_TO_THE_EAST_OF,1
656,IS_KILLED_BY,148
657,CAME_TO_GREET,5
658,IS_SON_OF,149
659,IS_MOTHER_OF,658
662,IS_SITUATED_IN,660
663,DWELT_IN,662
665,FOUGHT_WITH,116
667,IS_SON_OF,107
668,IS_FATHER_OF,667
669,IS_SON_OF,364
669,MADE_ADVANCES_TO,670
671,EMERGED_FROM,672
673,IS_SON_OF,240
674,WAS_PRAYED_BY,552
675,WAS_WORSHIPPED_AT,676
676,IS_VISITED_BY,5
677,IS_HONOURED_BY,409
678,IS_SITUATED_IN,519
680,FOUGHT_WITH,128
681,DWELT_IN,682
683,IS_KILLED_BY,200
685,IS_KILLED_BY,684
686,IS_CURSED_BY,677
686,IS_CURSED_BY,699
687,CAME_TO_GREET,5
688,IS_KILLED_BY,200
688,WAS_KILLED_AT,477
692,IS_HONOURED_BY,5
692,DWELT_AT,693
693,IS_SUBMERGED_IN_THE,705
694,IS_A_FOLLOWER_OF,151
695,IS_CROSSED_BY,128
696,IS_A_GENERAL_OF,334
698,IS_SON_OF,697
699,REPLIED_TO,128
700,ARE_CREATED_BY,701
701,HAS_LIVED_WITH,173
702,IS_CROSSED_BY,171
706,EMERGED_FROM,672
707,IS_A_DOOR_KIPPER_OF,260
708,IS_SITUATED_NEAR,290
715,ADMITTED_THE_SUPREMACY_OF,128
717,HAS_GOT_THE_POST_AFTER,718
722,WAS_CONSECRATED_BY,5
722,IS_SON_OF,10
723,IS_FOUNDED_BY,10
724,IS_SITUATED_IN_THE_MIDST_OF,137
725,IS_DAUGHTER_OF,360
726,FOUGHT_WITH,123
728,IS_SON_OF,58
728,IS_THE_KING_OF,737
730,PROTECTION_INVOKED_FOR,5
730,PROTECTION_INVOKED_BY,205
731,IS_CURSED_BY,272
732,IS_A_GENERAL_OF,334
733,IS_HONOURED_BY,5
733,FOUGHT_UNDER,123
734,FOUGHT_AGAINST,191
736,IS_CAPITAL_OF,737
738,IS_FOUNDED_BY,256
739,FOUGHT_AGAINST,667
740,IS_COUNSELLOR_OF,136
741,WAS_CREATED_TO_HELP,5
742,IS_A_FOLLOWER_OF,151
743,FOUGHT_AGAINST,5
743,IS_A_GENERAL_OF,603
744,CAME_TO_GREET,5
745,WAS_CONSULTED_BY,311
748,HAS_GOT_THE_ASSISTANCE_OF,747
751,IS_MINISTER_OF,751
754,IS_SON_OF,753
756,IS_SITUTATED_ON_THE_BANKS_OF,105
757,HAS_APPEARED_FROM,758
760,IS_MINISTER_OF,136
761,DWELT_IN,290
762,ARE_CREATED_BY,763
763,IS_ANOTHER_NAME_OF,701
764,IS_KILLED_BY,148
765,IS_FATHER_OF,766
767,PLACE_WAS_VISITED_BY,123
768,HAD_BECOME_THE_PRAJAPATI__AFTER,769
770,IS_RULED_OVER_BY,256
773,IS_SON_OF,613
775,IS_SON_OF,497
778,WAS_DISTURBED_BY,777
782,HAS_CARRIED_THE_CORPS_OF,783
784,PROTECTION_INVOKED_BY,205
785,IS_HONOURED_BY,328
786,A_COURTIER_OF,5
786,REPLIED_TO,5
787,IS_MOTHER_OF,308
787,IS_DAUGHTER_OF,321
788,IS_SISTER_OF,789
788,WAS_MARRIED_TO,790
789,WENT_TO_FIGHT_WITH,128
789,PROTECTION_INVOKED_BY,205
789,WAS_ACCOMPANIED_BY,886
791,IS_DAUGHTER_OF,788
792,IS_PASSED_BY,10
796,IS_A_GENERAL_OF,128
797,IS_DAUGHTER_OF,399
797,IS_MOTHER_OF,798
799,PLACE_WAS_VISITED_BY,123
800,IS_SITUATED_IN,502
801,IS_KILLED_BY,200
804,WAS_CAPTURED_BY,128
804,IS_SITUATED_IN,803
805,PLACE_WAS_VISITED_BY,123
807,FLOWED_THROUGH,806
808,A_COURTIER_OF,5
809,IS_DEFEATED_BY,356
810,LIVED_NEAR_THE,396
812,WAS_THE_QUEEN_OF,813
815,IS_WIFE_OF,814
817,IS_KILLED_BY,200
819,A_COURTIER_OF,5
820,IS_FOUNDED_BY,63
821,WAS_PROTECTED_BY,822
822,IS_MATERNAL_UNCLE_OF,136
823,IS_SON_OF,288
824,IS_WIFE_OF,149
824,IS_DAUGHTER_OF,154
825,A_COURTIER_OF,10
826,IS_KILLED_BY,148
826,IS_DAUGHTER_OF,765
830,DWELT_AT,829
831,FLOWED_PAST_THE,426
832,WAS_USED_AS_A_CHURNER_DURING,833
834,DWELT_AT,835
838,IS_SON_OF,645
838,IS_FATHER_OF,839
840,WERE_VANQUISHED_BY,114
841,IS_DISCIPLE_OF,842
843,RECEIVED_THE_DIRT_OF,148
844,IS_A_PART_OF,302
845,WENT_TO_FIGHT_WITH,5
845,IS_A_GENERAL_OF,603
848,IS_OFFICER_OF,356
850,PLACE_WAS_VISITED_BY,123
851,IS_A_GENERAL_OF,334
853,IS_SON_OF,854
853,IS_FATHER_OF,855
857,IS_SON_OF,608
857,IS_FATHER_OF,854
859,IS_FOUNDED_BY,375
860,WAS_CURSED_BY,288
861,PLACE_WAS_VISITED_BY,123
863,WAS_MARRIED_TO,10
863,IS_DAUGHTER_OF,277
864,IS_DAUGHTER_OF,149
864,IS_DAUGHTER_OF,321
865,WORKED_AS_A_CHARIOTEER_OF,5
865,WAS_A_CHARIOTEER_OF,148
867,IS_SITUATED_NEAR,426
871,IS_THE_PRIEST_OF,6
873,IS_FLOWING_NEAR,875
876,FLOWED_THROUGH,493
877,WAS_LEFT_BY,139
879,OBTAINED_THE_POSITION_OF,752
880,IS_KILLED_BY,5
884,IS_DAUGHTER_OF,149
885,IS_DAUGHTER_OF,149
888,IS_SITUATED_NEAR,274
890,PLACE_WAS_VISITED_BY,123
890,WENT_TO_FIGHT_WITH,123
890,IS_SON_OF,128
891,CAME_TO_GREET,5
892,WAS_ACCOSTED_BY,288
894,IS_DAUGHTER_OF,893
897,BORN_OF,701
898,TOOK_REFUGE_WITH,200
899,IS_COUNSELLOR_OF,136
900,FOUGHT_AGAINST,5
901,FOUGHT_AGAINST,5
901,IS_A_GENERAL_OF,334
903,IS_SON_OF,58
905,IS_KILLED_BY,200
906,IS_CROSSED_BY,5
907,CAME_TO_GREET,5
910,ARE_CREATED_BY,763
911,IS_SOURCE_OF,906
912,PLACE_WAS_VISITED_BY,123
